date,campaign_id,category_id,industry,customer_id,publisher,market_id,cost,clicks,converions
2020-02-20,14003735,419000,Marketing,564,2b764,12693343,0.4099091604,1.000022348,0
2020-03-23,13230180,419000,Marketing,564,a17bf,12693343,9.540214608,10.00022496,0
2019-12-20,13325077,151100,Manufacturing,185,d7fa7,12693343,0.4100100328,1.00002447,0
2020-02-01,13230510,171000,Marketing,564,60195,12712724,0.6200153998,1.000024838,0
2019-12-12,13364433,292020,Health Science,653,60195,12693343,2.960075248,2.000050843,0
2020-02-20,12867155,291020,Health Science,169,2c493,12693267,1.480037719,2.000050971,0
2020-02-29,14464418,413000,Marketing,564,f465f,12706316,0.450011618,1.000025818,0
2020-02-12,14236696,412000,Marketing,564,2b764,12693364,32.76085658,25.00065368,1
2019-12-10,13308879,413000,"Science, Technology, Engineering & Mathematics",375,3131a,12712724,0.4426552952,1.000026529,0
2019-12-26,13194495,419000,Marketing,564,60195,12692844,1.450038685,1.000026679,0
2020-01-30,13999527,419000,Marketing,564,60195,12693362,2.970079387,2.00005346,0
2020-02-10,13828035,532000,Marketing,564,28377,12693213,0.6542608958,1.000027037,0
2020-01-28,14067658,291060,Health Science,668,2b764,12693213,10.44028246,12.00032466,0
2020-01-03,13703140,291000,Health Science,746,2c493,12706315,3.720101306,2.000054465,0
2020-02-16,14233020,151100,Finance,287,2c493,12692672,27.08075706,17.00047526,0
2019-10-17,12757592,151100,"Science, Technology, Engineering & Mathematics",694,28377,12692598,2.060966106,2.0000561,0
2019-11-13,13230489,419000,Marketing,564,28377,12706315,1.239156809,3.00008417,0
2019-10-18,13008944,412000,Finance,287,28377,12697899,0.5733494359,1.000028614,0
2020-03-03,14004930,419000,Marketing,564,f465f,12697897,1.230035468,3.000086506,0
2020-03-25,13194183,413000,Marketing,564,d7fa7,12693213,4.050116955,9.0002599,0
2019-10-05,12835590,291000,Health Science,746,d7fa7,12697899,0.310009155,1.000029532,0
2020-01-12,13330542,291060,Health Science,653,28377,12712724,0.4748212482,1.000030647,0
2020-03-09,13661289,131000,Finance,287,d7fa7,12692598,1.68005259,4.000125214,0
2020-02-03,13871290,413000,Marketing,430,cd0ec,12692598,1.510047774,1.000031638,0
2020-03-10,13226393,419000,Marketing,564,90dc2,12705636,14.77046868,25.0007933,0
2019-11-12,12804177,291060,Health Science,668,60195,12693362,0.880028082,1.000031911,0
2020-01-24,13226102,413000,Marketing,564,2c493,12697897,10.69034376,29.00093256,3
2019-12-15,13438321,171000,Marketing,564,3131a,12697899,0.5545187537,1.000032711,0
2020-02-27,14112838,151100,Manufacturing,185,2b764,12706316,1.179939012,3.000099191,0
2020-03-18,14004103,171000,Marketing,564,cd0ec,12692598,0,0,1
2020-03-17,14005508,419000,Marketing,564,60195,12712724,0.2100071339,1.000033971,0
2020-03-17,14727008,291020,Health Science,746,2c493,12693362,1.430048702,1.000034057,0
2020-03-14,14599787,100000,Finance,288,2b764,12712724,5.70009602,8.000275121,0
2019-11-11,13194138,413000,Marketing,564,2b764,12697899,2.699893172,6.000207063,0
2020-01-31,14002281,171000,Marketing,564,cf11d,12692598,0,0,1
2019-12-07,13195167,171000,Marketing,564,cf11d,12697896,0,0,0
2019-12-21,13374617,532000,Manufacturing,185,2b764,12693364,0.8999313349,2.000069641,0
2020-03-08,13974955,171000,Finance,474,2c493,12706869,0.3700129406,1.000034975,0
2020-02-05,13958075,131000,"Science, Technology, Engineering & Mathematics",694,2b764,12697896,0.3100109157,1.000035212,0
2019-12-16,13309189,419000,Marketing,564,2c493,12693364,3.540127644,10.00036057,0
2020-03-02,13226088,413000,Marketing,564,cd0ec,12712724,1.260045521,3.000108384,0
2019-11-29,13195482,412000,Marketing,564,2c493,12706316,25.32092409,74.00270074,1
2020-02-18,13309341,171000,Marketing,564,28377,12693359,0.3469853008,1.000037036,0
2020-01-15,13324831,172140,Manufacturing,185,2b764,12693364,1.229945958,3.000112102,0
2020-02-06,14070041,172199,"Science, Technology, Engineering & Mathematics",694,d7fa7,12693362,0.2680100277,2.000074834,0
2019-12-30,13290847,131000,Marketing,430,3131a,12697897,1.16768717,3.000113226,0
2020-03-22,13194795,419000,Marketing,564,a17bf,12693213,0.4100155514,1.00003793,0
2020-01-01,13324767,512000,Manufacturing,185,2b764,12706316,0.8999342176,2.000076048,0
2020-03-04,13661377,532000,Finance,287,d7fa7,12706869,0.140005409,1.000038636,0
2019-12-25,13496373,292020,Health Science,653,3131a,12692844,0.3330610391,1.00003916,0
2019-12-18,13461172,291000,Health Science,746,2c493,12706869,3.830151791,2.000079264,0
2020-02-27,13194870,413000,Marketing,564,a17bf,12692672,1.760070651,4.00016057,0
2020-03-01,14253077,172140,Manufacturing,185,d7fa7,12692598,3.190128609,7.000282214,0
2020-03-19,14481848,291060,Health Science,668,d7fa7,12706869,0.3000123692,2.000082461,0
2020-03-26,13194547,413000,Marketing,564,60195,12697899,0.3400140289,1.000041262,0
2020-03-17,13194045,413000,Marketing,564,cd0ec,12697899,0.4200173511,1.000041312,0
2020-02-26,13195697,413000,Marketing,564,2c493,12693359,6.470269799,27.0011259,0
2020-03-14,13194381,171000,Marketing,564,28377,12693359,0.5957002865,1.000041759,0
2019-11-13,12957887,291020,Health Science,169,2c493,12706316,0.5500231855,1.000042155,0
2020-02-06,13847083,413000,Marketing,117,2c493,12706869,2.540108514,8.000341776,1
2020-03-14,13263127,413000,Marketing,564,cd0ec,12706869,0.5400233885,1.000043312,0
2020-03-07,13471405,419000,Marketing,564,a17bf,12697899,1.500064972,3.000129944,0
2019-11-19,12743905,271000,Finance,474,2c493,12706315,9.050392823,7.000303841,0
2020-01-14,13582455,291020,Health Science,169,2c493,12705636,41.56181641,25.00109265,0
2019-11-30,13309248,419000,Marketing,564,d7fa7,12706315,0.4900214827,1.000043842,0
2020-01-22,14000094,419000,Marketing,564,d7fa7,12712724,0.2000087872,1.000043936,0
2020-03-19,14007117,412000,Marketing,564,cd0ec,12693359,0.7600334675,2.000088072,0
2020-02-10,13195590,413000,Marketing,564,2c493,12706315,21.59095243,61.00269098,1
2020-03-08,14002134,171000,Marketing,564,90dc2,12697896,1.10004854,2.000088255,0
2020-02-19,13230683,413000,Marketing,564,d7fa7,12706869,0.08600382562,1.000044484,0
2020-01-08,13341668,131000,Finance,288,28377,12712724,1.500067036,2.000089381,0
2019-11-09,13204645,131000,Finance,288,2b764,12692598,0,0,0
2020-02-28,13826635,271000,"Science, Technology, Engineering & Mathematics",507,2c493,12706316,1.330060973,4.000183379,0
2019-11-29,13290726,413000,Marketing,430,2b764,12706316,0.9000415119,2.000092249,0
2019-11-13,12867127,291020,Health Science,169,2c493,12693364,0.8700404824,2.000093063,0
2020-03-22,14000366,413000,Marketing,564,2c493,12693362,54.57254258,134.0062435,3
2020-03-27,14685686,291060,Health Science,668,2b764,12693213,1.060050093,3.000141772,0
2019-12-05,12867194,291020,Health Science,169,2c493,12706869,0.1500071006,1.000047337,0
2020-02-19,14001249,419000,Marketing,564,a17bf,12693213,1.58007491,4.000189645,0
2020-03-29,13263873,413000,Marketing,564,2c493,12706315,0,0,0
2020-03-13,13471763,171000,Marketing,564,d7fa7,12692598,0.600028708,1.000047847,0
2019-11-22,13194469,171000,Marketing,564,2b764,12712724,0.4099196292,1.000047888,0
2019-11-14,13230510,171000,Marketing,564,2c493,12693213,3.04014675,9.000434456,0
2020-03-14,13195047,413000,Marketing,564,cd0ec,12693364,0.4600223345,1.000048553,0
2020-02-27,13226106,413000,Marketing,564,cd0ec,12697896,6.480316793,17.00083109,1
2020-02-20,14005624,171000,Marketing,564,28b5f,12697899,0.8151469315,1.000049768,0
2019-12-12,13263370,419000,Marketing,564,28b5f,12706315,1.21949282,1.000049992,0
2020-01-28,13661560,271000,Finance,287,2c493,12706316,0,0,0
2020-02-21,14236722,412000,Marketing,564,cf11d,12692598,4.170209177,8.000401298,1
2020-01-01,13494872,292020,Health Science,653,3131a,12697896,0.3378995635,1.000050961,0
2019-12-29,13571241,292020,Health Science,653,2c493,12697899,6.350326697,4.000205793,2
2020-03-12,13194480,171000,Marketing,564,a17bf,12712724,1.16005983,2.000103155,0
2019-12-17,13309274,419000,Marketing,564,28b5f,12712724,0.4974929035,1.000051977,0
2020-02-24,14007756,171000,Marketing,564,d7fa7,12706869,0.4500235189,3.000156793,0
2020-01-22,13308919,412000,Marketing,564,60195,12706315,0.3200167394,1.00005231,0
2020-02-24,14007304,419000,Marketing,564,2b764,12714725,1.68008864,3.000158285,0
2019-10-30,12841311,131000,Finance,288,60195,12693267,4.800256334,4.000213612,0
2020-01-27,13263527,171000,Marketing,564,d7fa7,12693359,1.000053576,2.000107152,0
2019-10-04,12828447,151100,Finance,287,2b764,12693359,1.000053683,1.000053683,0
2020-03-19,13194798,419000,Marketing,564,8c421,12692672,0.4200229262,1.000054586,0
2019-12-10,13413858,292020,Health Science,653,2c493,12697896,1.840100759,5.0002738,0
2020-01-09,13194706,413000,Marketing,564,d7fa7,12706315,0.8800484034,2.000110008,0
2020-03-08,13999456,419000,Marketing,564,f465f,12692598,0.5600308678,1.000055121,0
2020-02-23,14009757,171000,Marketing,564,a17bf,12706316,1.190065633,3.00016546,0
2020-03-16,13196065,413000,Marketing,564,8c421,12693359,0.4500248487,1.000055219,0
2020-03-16,14766729,413000,Marketing,564,2c493,12697899,14.04077673,21.00116177,0
2020-03-22,14000691,419000,Marketing,564,2c493,12693267,1.600088565,4.000221412,0
2019-11-09,13194841,419000,Marketing,564,3131a,12706315,0.751965257,2.000111052,0
2019-10-05,12829901,291020,Health Science,746,d7fa7,12693364,0.9420527577,3.000168018,0
2019-12-06,13319680,512000,"Science, Technology, Engineering & Mathematics",694,d7fa7,12697899,0.6000337612,2.000112537,0
2020-02-23,14008321,412000,Marketing,564,28377,12712724,1.500084705,1.00005647,0
2020-01-16,13447201,100000,Manufacturing,185,28377,12693213,3.134700003,8.000454026,0
2019-10-29,13123010,131000,Finance,288,60195,12697896,3.130178696,2.000114183,0
2020-03-18,14155540,412000,Marketing,564,2c493,12697897,0,0,0
2020-02-04,13263740,419000,Marketing,564,2c493,12706869,0.3200187279,1.000058525,0
2020-01-29,13196147,413000,Marketing,564,28b5f,12706315,0.8452146329,2.000117315,0
2019-11-20,12765399,291060,Health Science,668,d7fa7,12692672,2.656156428,4.000235584,0
2020-02-08,13195749,413000,Marketing,564,3131a,12697899,0.4353175994,1.000059201,1
2020-01-20,13230317,413000,Marketing,564,2b764,12693213,2.150128287,5.000298342,1
2020-03-26,13562558,419000,Marketing,564,f465f,12706315,0.3500208936,1.000059696,0
2020-03-03,13195924,419000,Marketing,564,d7fa7,12706869,0.3900232963,1.000059734,0
2019-11-12,13195258,419000,Marketing,564,28b5f,12706316,5.95248473,4.00023927,0
2020-03-11,13927082,333000,Finance,400,2c493,12697897,0.6700402775,2.000120231,0
2019-11-22,13244557,292020,Health Science,653,d7fa7,12697896,4.26225769,7.000423236,0
2019-10-26,12941411,413000,Marketing,117,60195,12693359,0,0,0
2019-12-26,13305569,413000,"Science, Technology, Engineering & Mathematics",375,2b764,12692672,0.4500278034,1.000061785,0
2020-02-25,14007535,419000,Marketing,564,a17bf,12692598,2.890180641,8.000500045,0
2020-03-17,13194874,413000,Marketing,564,2c493,12692844,1.550097898,4.00025264,0
2020-01-11,13244450,292020,Health Science,653,2b764,12714725,0.3500221443,1.00006327,0
2020-03-18,14002335,412000,Marketing,564,2b764,12705636,0.6300398787,1.000063299,0
2019-11-15,13230220,419000,Marketing,564,2c493,12706316,0.380024077,1.000063361,1
2020-02-29,13656689,131000,Finance,400,2c493,12714725,0.5400344426,2.000127565,0
2020-02-11,13230607,413000,Marketing,564,2c493,12693362,19.23123292,55.00352631,3
2019-12-06,13194916,413000,Marketing,564,2c493,12697896,0,0,0
2020-02-24,14468874,419000,Marketing,564,2c493,12693359,26.06169702,75.00488399,1
2020-03-15,14747796,372000,Health Science,668,2c493,12693362,0.7000456225,2.00013035,0
2019-12-18,13194177,171000,Marketing,564,2b764,12692598,3.500228912,7.000457825,0
2020-03-16,14099199,413000,Marketing,564,6c81d,12693343,0.4573032977,1.000066215,0
2020-03-21,13813861,171000,Health Science,54,cd0ec,12693359,0.2300152441,1.000066279,0
2019-11-11,13195353,413000,Marketing,564,3131a,12712724,1.269258757,3.000200549,0
2020-03-08,14600735,419000,Health Science,169,2c493,12693359,11.54078513,10.00068036,1
2020-03-10,14679058,291000,Health Science,746,2c493,12706315,1.640113641,2.000138587,0
2020-03-21,14008253,171000,Marketing,564,60195,12692672,0,0,0
2020-02-22,14090851,172140,Manufacturing,185,d7fa7,12697897,0.43003009,1.000069977,0
2020-01-31,13582852,100000,"Science, Technology, Engineering & Mathematics",694,2c493,12692844,1.680117841,1.000070144,0
2019-12-25,12827355,512000,"Science, Technology, Engineering & Mathematics",694,2b764,12693359,1.309992079,1.000070295,0
2020-03-30,13194754,171000,Marketing,564,2c493,12693267,0,0,2
2020-02-03,14062084,419000,Marketing,564,d7fa7,12693359,6.800479162,5.000352325,0
2020-01-11,13802151,532000,"Transportation, Distribution & Logistics",629,d7fa7,12706869,0.05000352552,1.000070496,0
2019-12-31,13440157,131000,Health Science,54,60195,12714725,0.9700686014,3.000212169,0
2019-12-01,13200634,171000,Finance,288,2b764,12706847,0.8200580847,2.00014167,0
2020-03-20,14003811,171000,Marketing,564,cf11d,12697897,1.200085486,3.000213715,0
2020-03-23,13226128,413000,Marketing,564,cd0ec,12697897,0.4500321503,1.000071445,0
2019-12-11,13195106,419000,Marketing,564,2c493,12706869,1.200086114,4.000287046,0
2020-01-02,13489781,393000,Marketing,564,2b764,12697897,0.4199303684,1.000072323,0
2020-01-02,13671384,171000,Health Science,746,2c493,12706316,2.820204336,2.000144919,0
2020-02-18,14233690,291000,Health Science,746,2c493,12693364,0.510037385,1.000073304,0
2019-12-01,13195805,171000,Marketing,564,2c493,12706869,0.3600263948,1.000073319,0
2020-03-09,13309256,419000,Marketing,564,2c493,12697897,58.17428071,81.00596076,0
2019-12-27,13438518,172080,Manufacturing,185,2b764,12693364,0.8000590257,3.000221346,0
2019-11-20,13263841,419000,Marketing,564,60195,12706316,1.15008516,3.000222158,1
2020-03-31,14951691,100000,Finance,287,2b764,12693364,36.98274595,87.00646019,0
2019-12-04,13230711,413000,Marketing,564,2b764,12692844,0.4300320508,1.000074537,0
2020-01-22,13325051,332000,Manufacturing,185,2b764,12714725,0.419931383,1.000074739,0
2020-01-24,13976809,292020,Health Science,653,2b764,12693362,0.6200463989,2.000149674,0
2020-03-26,14000367,413000,Marketing,564,28b5f,12697896,1.630122017,1.000074857,1
2020-03-19,14599001,419000,Marketing,564,cf11d,12693364,0.4000299439,1.00007486,0
2020-02-19,13957283,131000,Manufacturing,185,2b764,12706316,1.640023527,4.000301303,0
2020-02-15,13194944,419000,Marketing,564,a17bf,12706869,0.9600726391,2.000151331,0
2020-03-08,13194376,413000,Marketing,564,cf11d,12692844,1.59012216,3.000230491,0
2020-03-22,13194023,413000,Marketing,564,2b764,12693362,0.4300330803,1.000076931,0
2020-02-22,14069994,131000,"Science, Technology, Engineering & Mathematics",694,3131a,12693364,0.7661859554,2.000154733,0
2020-01-14,13603778,412000,Finance,288,28377,12706316,1.648641229,2.000157027,0
2019-11-07,13195903,413000,Marketing,564,d7fa7,12697897,0.08600675325,1.000078526,0
2019-12-30,12730336,291020,Health Science,627,8c421,12706316,28.44539198,33.00260024,0
2019-11-07,13173649,532000,"Transportation, Distribution & Logistics",629,2b764,12697896,1.970155535,2.000157903,0
2020-02-25,14464409,412000,Marketing,564,28b5f,12706315,1.490117663,2.000157937,0
2020-03-28,13230675,171000,Marketing,564,90dc2,12712724,3.200253467,8.000633668,0
2020-03-10,14070020,172199,"Science, Technology, Engineering & Mathematics",694,d7fa7,12693267,1.140090579,2.00015891,0
2020-03-01,14070060,151100,"Science, Technology, Engineering & Mathematics",694,2c493,12706315,1.460116456,5.000398821,0
2020-02-27,14007765,413000,Marketing,564,3131a,12693213,0.4542825382,1.000079833,0
2020-02-04,13359330,171000,Marketing,564,60195,12706316,0.2600207635,1.00007986,0
2020-03-06,13195856,413000,Marketing,564,8c421,12693213,2.990239291,5.000400152,0
2020-01-01,12827329,171000,"Science, Technology, Engineering & Mathematics",694,2b764,12693359,0.9300749699,3.000241838,0
2020-03-11,14008761,171000,Marketing,564,cf11d,12692598,6.210501084,14.00112966,0
2019-11-05,13123733,131000,Finance,288,3131a,12693359,0.4041535733,1.000081693,0
2020-02-20,14397327,172199,Manufacturing,185,2b764,12693362,5.31993511,14.00114513,0
2019-12-31,13325073,171000,Manufacturing,185,2b764,12693359,0.3800311499,1.000081973,0
2019-11-07,13195447,419000,Marketing,564,2b764,12697899,0.8199674388,2.000164505,0
2020-03-17,14008335,171000,Marketing,564,d7fa7,12697897,0.4200348669,1.000083016,0
2019-10-01,12872529,412000,Finance,288,60195,12692672,0.8500709522,1.000083473,0
2020-03-03,13196187,413000,Marketing,564,28b5f,12712724,1.288463852,3.000252438,0
2020-03-21,13194821,413000,Marketing,564,a17bf,12706869,1.340113188,3.000253406,0
2020-03-25,13195982,419000,Marketing,564,8c421,12714725,20.36171985,21.00177391,3
2020-03-16,14003592,412000,Marketing,564,cf11d,12706869,0.3700314608,1.000085029,0
2020-02-27,13194439,413000,Marketing,564,2c493,12697896,3.180270424,10.00085039,0
2020-02-10,14004753,412000,Marketing,564,28b5f,12692672,2.000170214,1.000085107,0
2020-03-18,14003835,171000,Marketing,564,d7fa7,12706847,0.3900332064,1.000085145,0
2020-03-21,14797143,532000,"Transportation, Distribution & Logistics",629,d7fa7,12706315,8.700741668,10.00085249,0
2020-03-21,13226278,413000,Marketing,564,2b764,12692844,0.8500728313,2.000171368,0
2020-03-03,14520464,151100,"Science, Technology, Engineering & Mathematics",694,2c493,12706869,1.260108367,2.000172011,0
2019-12-23,13440180,131000,Health Science,54,2b764,12706869,0.7928117511,2.000172543,0
2019-12-08,13226316,419000,Marketing,564,2b764,12693362,1.600138168,4.000345419,0
2019-12-24,13525624,191000,"Science, Technology, Engineering & Mathematics",507,2c493,12705636,7.400641299,4.000346648,0
2020-01-12,13194389,419000,Marketing,564,2c493,12693267,2.060178747,6.000520621,0
2020-03-23,14730423,151100,Information Technology,403,2c493,12706869,1.660144627,4.000348499,0
2020-03-22,13194194,413000,Marketing,564,60195,12712724,1.140100018,2.000175471,0
2020-03-01,13498507,413000,Marketing,117,d7fa7,12693364,0.3100272294,1.000087837,0
2020-03-17,13230169,419000,Marketing,564,2b764,12706316,1.580139423,4.000352971,0
2020-03-18,14001308,419000,Marketing,564,28377,12712724,0.3884980384,1.000088287,0
2019-12-04,13373090,532000,"Transportation, Distribution & Logistics",629,60195,12693267,3.130276444,3.000264962,0
2020-02-26,13309175,419000,Marketing,564,28b5f,12697899,0.7450659274,1.000088493,0
2019-11-20,13210125,291020,Health Science,169,2c493,12692844,0.5500488858,1.000088883,0
2019-11-10,13194409,413000,Marketing,564,3131a,12706316,0.4618047375,1.000088995,0
2020-01-30,13195813,413000,Marketing,564,3131a,12706869,0.4459101834,1.000089145,0
2020-03-26,14232875,151100,Manufacturing,185,2b764,12697899,0,2.000179919,0
2020-02-24,14001025,419000,Marketing,564,2c493,12705636,14.12127291,44.00396658,0
2020-03-05,14001168,419000,Marketing,564,2c493,12693364,0.7900712619,2.00018041,0
2020-02-03,13195033,413000,Marketing,564,2c493,12693364,0.4300389931,1.000090682,0
2020-03-15,14726464,412000,Marketing,117,cf11d,12697896,0.4600421447,1.000091619,0
2019-11-05,12813986,413000,Marketing,351,28377,12705636,4.513592814,4.000368035,0
2019-10-14,12827319,152000,"Science, Technology, Engineering & Mathematics",694,d7fa7,12692672,35.73329181,58.00534354,0
2020-02-03,13871257,413000,Marketing,430,f465f,12693359,4.20038766,3.0002769,0
2019-11-19,13263462,419000,Marketing,564,2c493,12693359,12.73118227,22.0020432,0
2019-12-06,13330473,292020,Health Science,653,2c493,12697897,1.45013495,1.000093069,0
2020-03-08,14005307,171000,Marketing,564,2b764,12693364,0.5800543354,1.000093682,0
2020-02-25,13194825,171000,Marketing,564,a17bf,12693362,1.480140465,5.000474545,0
2019-12-25,13244531,292020,Health Science,653,3131a,12706315,0.3557581822,1.000095741,0
2020-03-19,13195548,419000,Marketing,564,cd0ec,12712724,12.05116515,29.00280409,1
2020-03-12,14009320,171000,Marketing,564,cf11d,12706315,4.750460426,11.00106625,0
